lID,road,neighborhood,npu
597,West Cedar Lane Southwest,Adams Park,R
598,Rawlins Street Southeast,Grant Park,W
599,Sampson Street Northeast,Old Fourth Ward,M
600,Liman Avenue Southeast,Peoplestown,V
601,Herring Road Southwest,Cascade Avenue/Road,S
602,North Stratford Road Northeast,North Buckhead,B
603,Rhodesia Avenue Southeast,Lakewood Heights,Y
604,Graymont Drive Southwest,Venetian Hills,S
605,Northside Drive Northwest,Vine City,L
606,Mecaslin Street Northwest,Home Park,E
607,Cleveland Avenue Southwest,Browns Mill Park,Z
608,Hurt Street Northeast,Inman Park,N
609,Olympian Way Southwest,Westview,T
610,Walker Street Southwest,Castleberry Hill,M
611,Little Street Southeast,Summerhill,V
612,Aberdeen Street Northeast,Edgewood,O
613,Pharr Road Northwest,Peachtree Heights West,B
614,Atlanta BeltLine Eastside Trail,Poncey-Highland,N
615,Interim BeltLine Northeast Trail,Piedmont Heights,F
616,Old Ivy Road Northeast,North Buckhead,B
617,Mayflower Avenue Southwest,Cascade Avenue/Road,S
618,Drummond Street Southwest,Atlanta University Center,T
619,Marietta Street,Downtown,M
620,Plainville Drive Southwest,Wildwood (NPU-H),H
621,Boulder Park Drive Southwest,Adamsville,H
622,Greencup Lane Southwest,Midwest Cascade,Q
623,Amal Drive Southwest,Amal Heights,Y
624,Ralph David Abernathy Freeway,Mechanicsville,V
625,Jonesboro Road Southeast,Lakewood Heights,Y
626,Fairburn Road Southwest,Wildwood (NPU-H),H
627,Southside Industrial Parkway,Blair Villa/Poole Creek,Z
628,Apollo Drive Southwest,Midwest Cascade,Q
629,Danforth Road Southwest,Midwest Cascade,Q
630,Hollywood Road Northwest,Riverside,D
631,Hightower Road Northwest,Carey Park,G
632,Flat Shoals Way Southeast,East Atlanta,W
633,Mildred Place Northwest,Almond Park,G
634,Page Avenue Northeast,Candler Park,N
635,Ardmore Road Northwest,Ardmore,E
636,Margaret Place Northwest,Grove Park,J
637,Anderson Avenue Northwest,Dixie Hills,J
638,Metropolitan Parkway Southwest,Adair Park,V
639,Carey Drive Southeast,Lakewood,Z
640,Perry Boulevard Northwest,West Highlands,G
641,Glenn Street Southwest,Pittsburgh,V
642,Mecaslin Street Northwest,Atlantic Station,E
643,Hugh Street Southwest,Adair Park,V
644,2nd Street Northwest,Carey Park,G
645,Peachtree Street,Brookwood Hills,E
646,Greenwood Avenue Northeast,Virginia Highland,F
647,Pryor Road,Lakewood Heights,Y
648,Beecher Road Southwest,Cascade Avenue/Road,S
649,Elmira Place Northeast,Candler Park,N
650,Ford Place Northeast,Poncey-Highland,N
651,Blanton Avenue Southwest,Fairburn,P
652,University Avenue,Peoplestown,V
653,Shelton Avenue Southwest,Adair Park,V
654,Manchester Street Northeast,Morningside/Lenox Park,F
655,Parc Circle Southwest,Southwest,R
656,Waldo Street Southeast,Grant Park,W
657,Johnson Road,Rockdale,G
658,Washita Avenue Northeast,Inman Park,N
659,Rambling Dr Southwest,Sylvan Hills,X
660,May Avenue Southeast,East Atlanta,W
661,Andrews Street Northwest,Hunter Hills,K
662,Memorial Drive Southeast,Kirkwood,O
663,Waters Road,Glenrose Heights,Z
664,Hazelwood Drive Southwest,Green Acres Valley,I
665,Glenwood Avenue Southeast,Grant Park,W
666,Joseph E. Lowery Boulevard,English Avenue,L
667,Cascade Road,Cascade Avenue/Road,S
668,Pine Ridge Road Northeast,Pine Hills,B
669,Northside Drive Northwest,Chastain Park,A
670,West Kimberly Road Southwest,Ben Hill Terrace,P
671,Lindsay Street Northwest,English Avenue,L
672,Edgewood Avenue Northeast,Old Fourth Ward,M
673,Peachtree Road,Buckhead Village,B
674,Cleveland Avenue Southeast,Browns Mill Park,Z
675,Wadley Street Northwest,Dixie Hills,J
676,Douglas Street Southeast,Kirkwood,O
677,Williams Street Northwest,Midtown,E
678,York Avenue Southwest,West End,T
679,Peyton Place Southwest,Harland Terrace,I
680,Glenwood Avenue Southeast,East Atlanta,W
681,Image Avenue Northwest,Home Park,E
682,11th Street Northwest,Home Park,E
683,Peachtree Road,Brookwood Hills,E
684,Centennial Olympic Park Drive Northwest,Downtown,M
685,Hobson Street Southwest,Pittsburgh,V
686,Chicamauga Avenue Southwest,Mozley Park,K
687,Atlanta Avenue Southeast,Peoplestown,V
688,Fairburn Place Northwest,Fairburn Heights,H
689,Summit North Drive,Lindbergh/Morosgo,B
690,Northwest Drive Northwest,Monroe Heights,G
691,Wilson Mill Road Southwest,Wilson Mill Meadows,H
692,Eisenhower Circle Southeast,South River Gardens,Z
693,Garson Drive Northeast,Lindbergh/Morosgo,B
694,Browns Mill Road,Glenrose Heights,Z
695,Peachtree Street,Ardmore,E
696,Metropolitan Parkway Southwest,Pittsburgh,V
697,Langston Avenue Southwest,Sylvan Hills,X
698,Grant Street Southeast,Chosewood Park,Y
699,16th Street Northwest,Midtown,E
700,Fairburn Road Southwest,Old Fairburn Village,P
701,Claire Drive Southeast,Lakewood Heights,Y
702,Browns Mill Road,Browns Mill Park,Z
703,Welmingham Drive,Princeton Lakes,P
704,Angier Avenue Northeast,Old Fourth Ward,M
705,Bakers Ferry Road Southwest,Boulder Park,H
706,Pulliam Street Southwest,Mechanicsville,V
707,Springdale Circle Southwest,Perkerson,X
708,Hilliard Street Southeast,Sweet Auburn,M
709,Monteel Drive Northwest,Monroe Heights,G
710,Dale Lane Southwest,Southwest,R
711,Adamsville Drive Southwest,Adamsville,H
712,Bishop Street Northwest,Loring Heights,E
713,Fraser Street Southeast,Summerhill,V
714,Carlton Drive Northeast,East Chastain Park,B
715,Brookwood Drive Northeast,Peachtree Heights East,B
716,Boulevard Southeast,Benteen Park,W
717,Belmonte Drive Southwest,Cascade Avenue/Road,S
718,5th Street Southwest,Hammond Park,X
719,Flora Avenue Northeast,Edgewood,O
720,Club Drive Northeast,Brookhaven,B
721,Akridge Street Northwest,Hunter Hills,K
722,10th Street Northwest,Home Park,E
723,Boulder Park Drive Southwest,Wildwood (NPU-H),H
724,Legend Court Southwest,Midwest Cascade,Q
725,Hunnicutt Street Northwest,Downtown,M
726,Mills Street Northwest,Downtown,M
727,Roswell Road,Buckhead Forest,B
728,Northside Drive Northwest,Home Park,E
729,Oleander Street Northwest,Hunter Hills,K
730,Jonesboro Road Southeast,Leila Valley,Z
731,16th Street Northwest,Home Park,E
732,Merrick Drive Northeast,Pine Hills,B
733,West Avenue Southwest,Pittsburgh,V
734,Washington Place Southwest,Ashview Heights,T
735,Old Chattahoochee Avenue Northwest,Berkeley Park,D
736,Lawton Street Southwest,West End,T
737,6th Street Northeast,Midtown,E
738,Alex Drive Southwest,Wilson Mill Meadows,H
739,Beecher Street Southwest,Oakland City,S
740,1st Street Southwest,Ashview Heights,T
741,Warren Street Northeast,Kirkwood,O
742,Elizabeth Street Northeast,Inman Park,N
743,Headland Drive Southwest,Greenbriar,R
744,Pollard Boulevard Southwest,Summerhill,V
745,Garibaldi Street Southwest,Mechanicsville,V
746,Roswell Road,North Buckhead,B
747,Woodward Avenue Southeast,Capitol Gateway,V
748,Thurmond Street Northwest,Vine City,L
749,Brewer Boulevard Southwest,Sylvan Hills,X
750,John Lewis Freedom Parkway Northeast,Poncey-Highland,N
751,Calhoun Terrace Southwest,Mozley Park,K
752,Ted Turner Drive Southwest,Castleberry Hill,M
753,13th Street Northeast,Midtown,E
754,East Paces Ferry Road Northeast,Buckhead Village,B
755,Claude Street Northwest,Riverside,D
756,Greystone Road Northwest,Collier Hills,C
757,Monroe Place Northeast,Piedmont Heights,F
758,Narron Drive Southwest,Deerwood,P
759,Terrace Drive Northeast,Peachtree Hills,B
760,Cleveland Avenue Southeast,Glenrose Heights,Z
761,Helen Drive Northeast,Morningside/Lenox Park,F
762,Macon Drive Southwest,Polar Rock,Z
763,Sciple Terrace Northwest,Vine City,L
764,Broad Street Southwest,Downtown,M
765,Bernard Street Northwest,Hunter Hills,K
766,Boulevard Northeast,Sweet Auburn,M
767,Old Fairburn Road,Ben Hill,P
768,Peachtree Road,Ardmore,E
769,Lindsey Drive Southeast,Lakewood,Z
770,Peachtree Road,Garden Hills,B
771,West Paces Ferry Road Northwest,South Tuxedo Park,B
772,Swims Valley Drive Northwest,Mt. Paran/Northside,A
773,North Avenue Northwest,Grove Park,J
774,Gibson Street Southeast,Reynoldstown,N
775,Edgehill Avenue Northwest,Home Park,E
776,Boulevard Southeast,Old Fourth Ward,M
777,Reed Street Southeast,Summerhill,V
778,Hardendorf Avenue Northeast,Lake Claire,N
779,United Avenue Southeast,Ormewood Park,W
780,Garibaldi Street Southwest,Pittsburgh,V
781,West Paces Ferry Road Northwest,Paces,A
782,Cherokee Avenue Southeast,Grant Park,W
783,Cottage Grove Avenue Southeast,Kirkwood,O
784,Riverchess Drive Southwest,Ben Hill,P
785,Hosea L Williams Drive Southeast,Kirkwood,O
786,Eisenhower Court Southeast,South River Gardens,Z
787,Capitol Place Southwest,Downtown,M
788,Formwalt Street Southwest,Mechanicsville,V
789,Westchester Boulevard Northwest,Grove Park,J
790,Hubbard Street Southwest,Pittsburgh,V
791,Buford Highway,Pine Hills,B
792,Conley Road Southeast,South River Gardens,Z
793,Lowry Street Northeast,Edgewood,O
794,Montreat Avenue Southwest,Cascade Avenue/Road,S
795,Edwin Place Northwest,Grove Park,J
796,Ralph McGill Boulevard Northeast,Poncey-Highland,N
797,Ralph David Abernathy Boulevard,West End,T
798,The Fontainebleau Southwest,Greenbriar,R
799,Garnett Street Southwest,Downtown,M
800,Pineview Terrace Southwest,Cascade Avenue/Road,S
801,Norwood Avenue Northeast,Kirkwood,O
802,Moury Avenue Southeast,South Atlanta,Y
803,Turman Avenue Southeast,Lakewood Heights,Y
804,East Paces Ferry Road Northeast,Lenox,B
805,Moreland Avenue Southeast,Custer/McDonough/Guice,W
806,Lafayette Drive Northeast,Ansley Park,E
807,Piedmont Avenue Northeast,Old Fourth Ward,M
808,Swallow Circle Southeast,Swallow Circle/Baywood,Z
809,Mayson Turner Road Northwest,Vine City,L
810,Humphries Street Southwest,Mechanicsville,V
811,Piedmont Road Northeast,Buckhead Forest,B
812,Division Street Northwest,Bankhead,K
813,Richmond Circle Southeast,Lakewood Heights,Y
814,Walnut Street Southwest,Atlanta University Center,T
815,Penn Avenue Northeast,Midtown,E
816,Ponce de Leon Avenue Northeast,Virginia Highland,F
817,Boulevard Northeast,Old Fourth Ward,M
818,Joseph E. Lowery Boulevard,Washington Park,K
819,Benjamin E Mays Drive Southwest,Cascade Heights,I
820,Belmont Avenue Southwest,Capitol View,X
821,Candler Road Southeast,East Lake,O
822,Kennesaw Avenue Northeast,Old Fourth Ward,M
823,Atwood Street Southwest,West End,T
824,Irby Avenue Northwest,South Tuxedo Park,B
825,Brookwood Place,Brookwood Hills,E
826,Thornton Place Southwest,Joyland,Y
827,Detroit Avenue Northwest,Grove Park,J
828,Joseph E. Boone Boulevard Northwest,Dixie Hills,J
829,Pearce Street Southwest,Adair Park,V
830,Benning Place Northeast,Candler Park,N
831,Hank Aaron Drive Southeast,Summerhill,V
832,Penelope Road Northwest,Penelope Neighbors,J
833,Brownwood Avenue Southeast,East Atlanta,W
834,Stone Hogan Conn Southwest,Greenbriar,R
835,Triumph Circle Southeast,Blair Villa/Poole Creek,Z
836,Roswell Road Northeast,East Chastain Park,B
837,Doral Drive Southwest,Fairway Acres,P
838,Dawson Lane,Princeton Lakes,P
839,Katherwood Drive Southwest,Sylvan Hills,X
840,Metropolitan Parkway Southwest,Capitol View,X
841,Woodbine Avenue Southeast,Edgewood,O
842,Memorial Drive Southeast,Reynoldstown,N
843,West Whitehall Street Southwest,West End,T
844,Jesse Hill Junior Drive,Downtown,M
845,Oakshire Way,South River Gardens,Z
846,Wylie Street Southeast,Reynoldstown,N
847,Glenrose Circle Southwest,Glenrose Heights,Z
848,Hemphill School Road Northwest,Oakcliff,H
849,West Ontario Avenue Southwest,Westview,T
850,Defoors Ferry Road Northwest,Cross Creek,C
851,Windsor Street Southwest,Mechanicsville,V
852,Fairway Circle Southwest,Fairway Acres,P
853,Kirkwood Avenue Southeast,Reynoldstown,N
854,Portland Avenue Southeast,East Atlanta,W
855,McDonough Boulevard Southeast,Benteen Park,W
856,Liberty Commons Drive Northwest,Vine City,L
857,Hillside Village Drive,The Villages at East Lake,O
858,5th Avenue Northeast,East Lake,O
859,Auburn Avenue Northeast,Sweet Auburn,M
860,Tanner Street Southeast,Sweet Auburn,M
861,Meldrum Street Northwest,English Avenue,L
862,Doyle Street Southeast,Kirkwood,O
863,Chappell Road Northwest,Grove Park,J
864,Westmoreland Circle Northwest,West Highlands,G
865,Lansing Street Southeast,South Atlanta,Y
866,Beecher Court Southwest,Cascade Avenue/Road,S
867,Ralph McGill Boulevard,Old Fourth Ward,M
868,Adina Drive Northeast,Lindbergh/Morosgo,B
869,Edgewood Avenue Northeast,Sweet Auburn,M
870,Fairburn Road Southwest,Ben Hill,P
871,Old Gordon Road Northwest,Old Gordon,H
872,Conway Forest Drive Northwest,Chastain Park,A
873,Patterson Avenue Southeast,East Atlanta,W
874,North Avenue Northeast,Midtown,E
875,Dargan Place Southwest,West End,T
876,South Gordon Street Southwest,Westview,T
877,Calloway Drive Northwest,Dixie Hills,J
878,Campbellton Road Southwest,Oakland City,S
879,Macedonia Road Southeast,Orchard Knob,Z
880,8th Street Northeast,Midtown,E
881,Holly Road Northwest,West Lake,J
882,Caroline Street Northeast,Edgewood,O
883,Seminole Avenue Northeast,Inman Park,N
884,Jett Street Northwest,Bankhead,K
885,Boulder Park Drive Southwest,Fairburn Mays,H
886,Lakewood Avenue Southeast,South Atlanta,Y
887,Decatur Street Southeast,Sweet Auburn,M
888,Carroll Street Southeast,Cabbagetown,N
889,Hank Aaron Drive Southwest,Summerhill,V
890,Rankin Street Northeast,Old Fourth Ward,M
891,Peeples Street Southwest,Oakland City,S
892,Pierce Avenue Northwest,Bankhead,K
893,Dekalb Avenue Northeast,Lake Claire,N
894,Darlington Commons Court Northeast,Peachtree Park,B
895,Westview Drive Southwest,West End,T
896,Pinedale Drive Northwest,Grove Park,J
897,Jackson Street Northeast,Old Fourth Ward,M
898,Iverson Street Northeast,Candler Park,N
899,Stonewall Street Southwest,Castleberry Hill,M
900,Childress Drive Southwest,Southwest,R
901,South Avenue Southeast,Summerhill,V
902,Morgan Street Northeast,Old Fourth Ward,M
903,Burbank Drive Northwest,Hunter Hills,K
904,Langford Parkway,Greenbriar,R
905,Nash Road Northwest,English Park,G
906,Beckwith Court Southwest,Atlanta University Center,T
907,Charles Place Northwest,Grove Park,J
908,Paschal Boulevard Northwest,Vine City,L
909,Laurelwood Drive Southwest,Adams Park,R
910,North Camp Creek Parkway Southwest,Deerwood,P
911,Plaza Avenue Southwest,Bush Mountain,S
912,Mellview Avenue Southwest,Capitol View Manor,X
913,Metropolitan Parkway Southwest,Hammond Park,X
914,Colonial Homes Drive Northwest,Colonial Homes,C
915,Fraser Street Southeast,Capitol Gateway,V
916,Chinaberry Way Southwest,Greenbriar,R
917,Craftsman Road,Rockdale,G
918,West Wieuca Road Northwest,Chastain Park,A
919,Adams Drive Northwest,Bolton,D
920,Lakewood Terrace Southeast,Lakewood Heights,Y
921,St James Drive Northwest,Almond Park,G
922,West Paces Ferry Road Northwest,West Paces Ferry/Northside,A
923,Pine Heights Drive Northeast,Pine Hills,B
924,Market Street Northwest,Atlantic Station,E
925,Holderness Street Southwest,West End,T
926,Northside Drive Northwest,Channing Valley,C
927,17th Street Northeast,Midtown,E
928,Johnson Road,Grove Park,J
929,North Fulton Drive Northeast,Garden Hills,B
930,Maynard Terrace Southeast,Kirkwood,O
931,Esten Street Southeast,Reynoldstown,N
932,Peachtree Avenue Northeast,Garden Hills,B
933,Garmon Road Northwest,Mt. Paran/Northside,A
934,Harwell Road Northwest,Collier Heights,I
935,Boulevard Granada Southwest,Adams Park,R
936,Montrose Avenue Southwest,Adams Park,R
937,Evans Drive Southwest,Sylvan Hills,X
938,Capitol Avenue Southeast,Summerhill,V
939,Joseph E. Boone Boulevard Northwest,Grove Park,J
940,Fountain Drive Southwest,Ashview Heights,T
941,Mims Street Southwest,Mozley Park,K
942,16th Street Northwest,Atlantic Station,E
943,Lockwood Drive Southwest,Venetian Hills,S
944,Elbert Street Southwest,Adair Park,V
945,Maple Street Northwest,Vine City,L
946,Lindbergh Drive,Peachtree Hills,B
947,North Avenue Northeast,Poncey-Highland,N
948,Atlanta Avenue Southeast,Grant Park,W
949,Perry Boulevard Northwest,Scotts Crossing,G
950,Peyton Road Northwest,Riverside,D
951,Lullwater Road Northeast,Druid Hills,N
952,West Peachtree Street Northwest,Downtown,M
953,Moores Mill Road,Westminster/Milmar,C
954,Tucker Street Southwest,Polar Rock,Z
955,Northside Drive Northwest,Loring Heights,E
956,Glenwood Avenue Southeast,Ormewood Park,W
957,Westridge Road Southwest,Venetian Hills,S
958,Lisbon Drive Southwest,Sylvan Hills,X
959,Tallon Lane Southwest,Southwest,R
960,Myrtle Street Northeast,Midtown,E
961,Crown Road Southeast,Glenrose Heights,Z
962,Whitaker Street Northwest,Bankhead,K
963,Norwich Circle Northeast,Pine Hills,B
964,Burbank Drive Southwest,Mozley Park,K
965,Monroe Drive Northeast,Morningside/Lenox Park,F
966,South Elizabeth Place Northwest,Grove Park,J
967,Larkin Street Southwest,The Villages at Castleberry H,T
968,Shady Valley Drive Northeast,Pine Hills,B
969,Hopkins Street Southwest,Mozley Park,K
970,Chattahoochee Avenue Northwest,Underwood Hills,D
971,Larchwood Road Southwest,Florida Heights,I
972,Kirkwood Road Northeast,Kirkwood,O
973,Cascade Road,Cascade Heights,I
974,Sylvan Road,Capitol View,X
975,Westside BeltLine Connector,English Avenue,L
976,West Lake Avenue Southwest,Mozley Park,K
977,Macon Drive Southeast,Glenrose Heights,Z
978,Leslie Street Northeast,Edgewood,O
979,Hogan Road Southwest,Princeton Lakes,P
980,McKenna Place Southeast,East Atlanta,W
981,Moreland Avenue Southeast,Ormewood Park,W
982,Rou Royal Avenue Southwest,Rue Royal,P
983,Kenner Drive Southwest,Adamsville,H
984,Randolph Street Northeast,Old Fourth Ward,M
985,Lorenzo Drive Southwest,Venetian Hills,S
986,Tuxedo Road Northwest,Tuxedo Park,A
987,Peachtree Place Northeast,Midtown,E
988,Ozark Trail Southwest,Arlington Estates,P
989,Desoto Avenue Southwest,Capitol View,X
990,1st Street Northwest,Carey Park,G
991,Oak Knoll Circle Southeast,Lakewood Heights,Y
992,Campbellton Road Southwest,Pomona Park,R
993,Moreland Avenue Northeast,Edgewood,O
994,Lakewood Avenue Southwest,Sylvan Hills,X
995,Roach Street Southwest,The Villages at Castleberry H,T
996,Old Fairburn Road,Huntington,P
997,Peters Street Southwest,Atlanta University Center,T
998,Park Center Drive Southwest,Midwest Cascade,Q
999,Mathewson Place Southwest,Westview,T
1000,Eason Street Northwest,Hunter Hills,K
1001,Maple Drive Northeast,Buckhead Village,B
1002,North Virginia Avenue Northeast,Virginia Highland,F
1003,Stokeswood Avenue Southeast,East Atlanta,W
1004,King George Lane Southwest,Kings Forest,P
1005,Altadena Place Southwest,Cascade Avenue/Road,S
1006,Bromack Drive Southeast,Browns Mill Park,Z
1007,Oakmont Drive Northwest,Dixie Hills,J
1008,Cooper Street Southwest,Mechanicsville,V
1009,Bolton Road,Whittier Mill Village,D
1010,Lavista Road Northeast,Lindridge/Martin Manor,F
1011,Meldon Avenue Southeast,South Atlanta,Y
1012,Martin Luther King Junior Drive Southeast,Oakland,W
1013,Richmond Avenue Southeast,Lakewood Heights,Y
1014,McPherson Avenue Southeast,East Atlanta,W
1015,Jefferson Avenue Southwest,Perkerson,X
1016,Lake Avenue Northeast,Inman Park,N
